"Taxon sort","UltrataxonID","Taxon Level","SpNo","TaxonID","Taxon name","Taxon scientific name","Family common name","Family scientific name","Order","Population","Australian conservation status","Taxonomic notes","v2 change","v2 change notes"
1470,"u","ssp",431,"u431c","Top End Varied Triller","Lalage leucomela rufiventris","Cuckoo-shrikes and Trillers","Campephagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1471,"u","ssp",431,"u431d","Cape York Varied Triller","Lalage leucomela yorki","Cuckoo-shrikes and Trillers","Campephagidae","Passeriformes","Australian","Least concern","Subspecies from Schodde and Mason (1999)",,
1472,,"sp",436,436,"Spotted Quail-thrush","Cinclosoma punctatum","Whipbirds and Wedgebills","Cinclosomatidae","Passeriformes","Endemic","Least concern",,"Family scientific name",
1473,"u","ssp",436,"u436a","Mt Lofty Ranges Spotted Quail-thrush","Cinclosoma punctatum anachoreta","Whipbirds and Wedgebills","Cinclosomatidae","Passeriformes","Endemic","Critically Endangered (Possibly Extinct)","Subspecies from Schodde and Mason (1999)","Family scientific name",
1474,"u","ssp",436,"u436b","Tasmanian Spotted Quail thrush","Cinclosoma punctatum dovei","Whipbirds and Wedgebills","Cinclosomatidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Family scientific name",
1475,"u","ssp",436,"u436c","Eastern Spotted Quail-thrush","Cinclosoma punctatum punctatum","Whipbirds and Wedgebills","Cinclosomatidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Family scientific name",
1476,,"sp",437,437,"Chestnut Quail-thrush","Cinclosoma castanotus","Whipbirds and Wedgebills","Cinclosomatidae","Passeriformes","Endemic","Least concern",,"Family scientific name",
1477,"u","ssp",437,"u437a","Eastern Chestnut Quail-thrush","Cinclosoma castanotus castanotus","Whipbirds and Wedgebills","Cinclosomatidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Family scientific name",
1478,"u","ssp",437,"u437b","Inland Chestnut Quail-thrush","Cinclosoma castanotus clarum","Whipbirds and Wedgebills","Cinclosomatidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Family scientific name",
1479,"u","ssp",437,"u437c","South-western Chestnut Quail-thrush","Cinclosoma castanotus fordianum","Whipbirds and Wedgebills","Cinclosomatidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Family scientific name",
1480,,"sp",438,438,"Chestnut-breasted Quail-thrush","Cinclosoma castaneothorax","Whipbirds and Wedgebills","Cinclosomatidae","Passeriformes","Endemic","Least concern",,"Family scientific name",
1481,"u","ssp",438,"u438a","Eastern Chestnut-breasted Quail-thrush","Cinclosoma castaneothorax castaneothorax","Whipbirds and Wedgebills","Cinclosomatidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999). Considered a monotypic specis by Dickinson and Christidis (2014)","Family scientific name",
1482,"u","ssp",438,"u438b","Western Chestnut-breasted Quail-thrush","Cinclosoma castaneothorax marginatum","Whipbirds and Wedgebills","Cinclosomatidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999). Considered a monotypic specis by Dickinson and Christidis (2014)","Family scientific name",
1483,,"sp",439,439,"Cinnamon Quail-thrush","Cinclosoma cinnamomeum","Whipbirds and Wedgebills","Cinclosomatidae","Passeriformes","Endemic","Least concern","Molecular genetic differences between Nullarbor Cinnamon Quail-thrush - Cinclosoma cinnamomeum alisteri and Southern Cinnamon Quail-thrush - Cinclosoma cinnamomeum cinnamomeum (allopatric) have been noted (Toon et al. 2012), however phenotypic variation between the two taxa are very small (Schodde and Mason 1999)","Family scientific name",
1484,"u","ssp",439,"u439a","Nullarbor Cinnamon Quail-thrush","Cinclosoma cinnamomeum alisteri","Whipbirds and Wedgebills","Cinclosomatidae","Passeriformes","Endemic","Least concern","Molecular genetic differences between Nullarbor Cinnamon Quail-thrush - Cinclosoma cinnamomeum alisteri and Southern Cinnamon Quail-thrush - Cinclosoma cinnamomeum cinnamomeum (allopatric) have been noted (Toon et al. 2012), however phenotypic variation between the two taxa are very small (Schodde and Mason 1999). Subspecies from Schodde and Mason (1999)","Family scientific name",
1485,"u","ssp",439,"u439b","Southern Cinnamon Quail-thrush","Cinclosoma cinnamomeum cinnamomeum","Whipbirds and Wedgebills","Cinclosomatidae","Passeriformes","Endemic","Least concern","Molecular genetic differences between Nullarbor Cinnamon Quail-thrush - Cinclosoma cinnamomeum alisteri and Southern Cinnamon Quail-thrush - Cinclosoma cinnamomeum cinnamomeum (allopatric) have been noted (Toon et al. 2012), however phenotypic variation between the two taxa are very small (Schodde and Mason 1999). Subspecies from Schodde and Mason (1999)","Family scientific name",
1486,"u","ssp",439,"u439c","Northern Cinnamon Quail-thrush","Cinclosoma cinnamomeum tirariensis","Whipbirds and Wedgebills","Cinclosomatidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Family scientific name",
1487,,"sp",405,405,"Olive Whistler","Pachycephala olivacea","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern",,,
1488,"u","ssp",405,"u405a","Tasmanian Olive Whistler","Pachycephala olivacea apatetes","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1489,"u","ssp",405,"u405b","Otways-Gippsland Olive Whistler","Pachycephala olivacea bathychroa","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","subspecies name change","subspecies name change"
1490,"u","ssp",405,"u405c","Glenelg Olive Whistler","Pachycephala olivacea hesperus","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1491,"u","ssp",405,"u405d","Northern Olive Whistler","Pachycephala olivacea macphersoniana","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1492,"u","ssp",405,"u405e","South-eastern Olive Whistler","Pachycephala olivacea olivacea","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1493,"u","sp",402,"u402","Red-lored Whistler","Pachycephala rufogularis","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Vulnerable",,,
1494,"u","sp",403,"u403","Gilbert's Whistler","Pachycephala inornata","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern",,,
1495,,"sp",406,406,"Grey Whistler","Pachycephala simplex","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Australian","Least concern",,,
1496,"u","ssp",406,"u406a","Eastern Grey Whistler","Pachycephala simplex peninsulae","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1497,"u","ssp",406,"u406b","Top End Grey Whistler","Pachycephala simplex simplex","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1498,,"sp",401,401,"Rufous Whistler","Pachycephala rufiventris","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Australian","Least concern",,,
1499,"u","ssp",401,"u401a","North-western Rufous Whistler","Pachycephala rufiventris falcata","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1500,"u","ssp",401,"u401b","Tiwi Islands Rufous Whistler","Pachycephala rufiventris minor","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1501,"u","ssp",401,"u401c","Cape York Rufous Whistler","Pachycephala rufiventris pallida","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1502,"u","ssp",401,"u401d","Southern Rufous Whistler","Pachycephala rufiventris rufiventris","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1503,,"sp",404,404,"White-breasted Whistler","Pachycephala lanioides","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern",,,
1504,"u","ssp",404,"u404a","Pilbara White-breasted Whistler","Pachycephala lanioides carnarvoni","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1505,"u","ssp",404,"u404b","Top End White-breasted Whistler","Pachycephala lanioides fretorum","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1506,"u","ssp",404,"u404c","Kimberley White-breasted Whistler","Pachycephala lanioides lanioides","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1507,,"sp",398,398,"Golden Whistler","Pachycephala pectoralis","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Australian","Least concern",,,
1508,"u","ssp",398,"u398a","Lord Howe Golden Whistler","Pachycephala pectoralis contempta","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Near threatened","Subspecies from Schodde and Mason (1999)",,
1509,"u","ssp",398,"u398b","Western Golden Whistler","Pachycephala pectoralis fuliginosa","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1510,"u","ssp",398,"u398c","Tasmanian Golden Whistler","Pachycephala pectoralis glaucura","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1511,"u","ssp",398,"u398d","Eastern Golden Whistler","Pachycephala pectoralis pectoralis","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1512,"u","ssp",398,"u398e","Norfolk Island Golden Whistler","Pachycephala pectoralis xanthoprocta","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Near threatened","Subspecies from Schodde and Mason (1999)",,
1513,"u","ssp",398,"u398f","South-eastern Golden Whistler","Pachycephala pectoralis youngi","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1514,,"sp",400,400,"Mangrove Golden Whistler","Pachycephala melanura","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Australian","Least concern",,,
1515,"u","ssp",400,"u400a","Western Mangrove Golden Whistler","Pachycephala melanura melanura","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1516,"u","ssp",400,"u400b","Eastern Mangrove Golden Whistler","Pachycephala melanura robusta","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1517,"u","ssp",400,"u400c","Papuan Mangrove Golden Whistler","Pachycephala melanura spinicauda","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Australian","Least concern","Subspecies from Schodde and Mason (1999)",,
1518,,"sp",413,413,"Little Shrike-thrush","Colluricincla megarhyncha","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Australian","Least concern",,,
1519,"u","ssp",413,"u413a","Limmen Bight Little Shrike-thrush","Colluricincla megarhyncha aelptes","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1520,"u","ssp",413,"u413b","Wet Tropics Little Shrike-thrush","Colluricincla megarhyncha griseata","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1521,"u","ssp",413,"u413c","Capricorn Little Shrike-thrush","Colluricincla megarhyncha gouldii","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1522,"u","ssp",413,"u413d","Cape York Little Shrike-thrush","Colluricincla megarhyncha normani","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Australian","Least concern","Subspecies from Schodde and Mason (1999)",,
1523,"u","ssp",413,"u413e","North-western Little Shrike-thrush","Colluricincla megarhyncha parvula","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1524,"u","ssp",413,"u413f","Southern Little Shrike-thrush","Colluricincla megarhyncha rufogaster","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1525,"u","ssp",413,"u413g","Bowen Coast Little Shrike-thrush","Colluricincla megarhyncha synaptica","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1526,"u","sp",414,"u414","Bower's Shrike-thrush","Colluricincla boweri","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern",,,
1527,,"sp",408,408,"Grey Shrike-thrush","Colluricincla harmonica","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Australian","Least concern",,,
1528,"u","ssp",408,"u408a","North-western Grey Shrike-thrush","Colluricincla harmonica brunnea","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1529,"u","ssp",408,"u408b","Eastern Grey Shrike-thrush","Colluricincla harmonica harmonica","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1530,"u","ssp",408,"u408c","Western Grey Shrike-thrush","Colluricincla harmonica rufiventris","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1531,"u","ssp",408,"u408d","Tasmanian Grey Shrike-thrush","Colluricincla harmonica strigata","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1532,"u","ssp",408,"u408e","Torresian Grey Shrike-thrush","Colluricincla harmonica superciliosa","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Australian","Least concern","Subspecies from Schodde and Mason (1999)",,
1533,"u","sp",411,"u411","Sandstone Shrike-thrush","Colluricincla woodwardi","Whistlers, Shrike-thrushes and allies","Pachycephalidae","Passeriformes","Endemic","Least concern",,,
1534,,"sp",416,416,"Crested Shrike-tit","Falcunculus frontatus","Shriketits","Falcunculidae","Passeriformes","Endemic","Least concern",,"Family scientific name",
1535,"u","ssp",416,"u416a","Eastern Crested Shrike-tit","Falcunculus frontatus frontatus","Shriketits","Falcunculidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Family scientific name",
1536,"u","ssp",416,"u416b","Western Crested Shrike-tit","Falcunculus frontatus leucogaster","Shriketits","Falcunculidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Family scientific name",
1537,"u","ssp",416,"u416c","Northern Crested Shrike-tit","Falcunculus frontatus whitei","Shriketits","Falcunculidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Family scientific name",
1538,,"sp",419,419,"Crested Bellbird","Oreoica gutturalis","Australo-Papuan Bellbirds","Oreoicidae","Passeriformes","Endemic","Least concern",,"Family common name, Family scientific name",
1539,"u","ssp",419,"u419a","Southern Crested Bellbird","Oreoica gutturalis gutturalis","Australo-Papuan Bellbirds","Oreoicidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Family common name, Family scientific name",
1540,"u","ssp",419,"u419b","Northern Crested Bellbird","Oreoica gutturalis pallescens","Australo-Papuan Bellbirds","Oreoicidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Family common name, Family scientific name",
1541,,"sp",421,421,"Eastern Whipbird","Psophodes olivaceus","Whipbirds and Wedgebills","Psophodidae","Passeriformes","Endemic","Least concern",,,
1542,"u","ssp",421,"u421a","Wet Tropics Eastern Whipbird","Psophodes olivaceus lateralis","Whipbirds and Wedgebills","Psophodidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1543,"u","ssp",421,"u421b","South-east Eastern Whipbird","Psophodes olivaceus olivaceus","Whipbirds and Wedgebills","Psophodidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1544,,"sp",422,422,"Western Whipbird","Psophodes nigrogularis","Whipbirds and Wedgebills","Psophodidae","Passeriformes","Endemic","Least concern",,,
1545,"u","ssp",422,"u422a","Kangaroo Island Western Whipbird","Psophodes nigrogularis lashmari","Whipbirds and Wedgebills","Psophodidae","Passeriformes","Endemic","Near threatened","Subspecies from Schodde and Mason (1999)",,
1546,"u","ssp",422,"u422b","Mallee Western Whipbird","Psophodes nigrogularis leucogaster","Whipbirds and Wedgebills","Psophodidae","Passeriformes","Endemic","Vulnerable","Subspecies from Schodde and Mason (1999)",,
1547,"u","ssp",422,"u422c","Western Heath Western Whipbird","Psophodes nigrogularis nigrogularis","Whipbirds and Wedgebills","Psophodidae","Passeriformes","Endemic","Endangered","Subspecies from Schodde and Mason (1999)",,
1548,"u","ssp",422,"u422d","Western Wheatbelt Whipbird","Psophodes nigrogularis oberon","Whipbirds and Wedgebills","Psophodidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1549,"u","sp",866,"u866","Chirruping Wedgebill","Psophodes cristatus","Whipbirds and Wedgebills","Psophodidae","Passeriformes","Endemic","Least concern",,,
1550,"u","sp",865,"u865","Chiming Wedgebill","Psophodes occidentalis","Whipbirds and Wedgebills","Psophodidae","Passeriformes","Endemic","Least concern",,,
1551,,"sp",432,432,"Australasian Figbird","Sphecotheres vieilloti","Orioles and Figbirds","Oriolidae","Passeriformes","Australian","Least concern",,,
1552,"u","ssp",432,"u432a","North-western Australasian Figbird","Sphecotheres vieilloti ashbyi","Orioles and Figbirds","Oriolidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1553,"u","ssp",432,"u432b","Cape York Australasian Figbird","Sphecotheres vieilloti flaviventris","Orioles and Figbirds","Oriolidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1554,"u","ssp",432,"u432c","Eastern Australasian Figbird","Sphecotheres vieilloti vieilloti","Orioles and Figbirds","Oriolidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1555,,"sp",671,671,"Olive-backed Oriole","Oriolus sagittatus","Orioles and Figbirds","Oriolidae","Passeriformes","Australian","Least concern",,,
1556,"u","ssp",671,"u671a","North-western Olive-backed Oriole","Oriolus sagittatus affinis","Orioles and Figbirds","Oriolidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1557,"u","ssp",671,"u671b","Cape York Olive-backed Oriole","Oriolus sagittatus grisescens","Orioles and Figbirds","Oriolidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1558,"u","ssp",671,"u671c","Eastern Olive-backed Oriole","Oriolus sagittatus sagittatus","Orioles and Figbirds","Oriolidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1559,,"sp",672,672,"Yellow Oriole","Oriolus flavocinctus","Orioles and Figbirds","Oriolidae","Passeriformes","Australian","Least concern",,,
1560,"u","ssp",672,"u672a","North-western Yellow Oriole","Oriolus flavocinctus flavocinctus","Orioles and Figbirds","Oriolidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1561,"u","ssp",672,"u672b","Cape York Yellow Oriole","Oriolus flavocinctus flavotinctus","Orioles and Figbirds","Oriolidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1562,"u","ssp",672,"u672c","Wet Tropics Yellow Oriole","Oriolus flavocinctus kingi","Orioles and Figbirds","Oriolidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1563,"u","ssp",672,"u672d","Tiwi Islands Yellow Oriole","Oriolus flavocinctus tiwi","Orioles and Figbirds","Oriolidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1564,,"sp",368,368,"Yellow-breasted Boatbill","Machaerirhynchus flaviventer","Boatbills","Machaerirhynchidae","Passeriformes","Australian","Least concern",,"Family common name, Family scientific name",
1565,"u","ssp",368,"u368a","Cape York Yellow-breasted Boatbill","Machaerirhynchus flaviventer flaviventer","Boatbills","Machaerirhynchidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Family common name, Family scientific name",
1566,"u","ssp",368,"u368b","Wet Tropics Yellow-breasted Boatbill","Machaerirhynchus flaviventer secundus","Boatbills","Machaerirhynchidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Family common name, Family scientific name",
1567,,"sp",696,696,"Black Currawong","Strepera fuliginosa","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern",,,
1568,"u","ssp",696,"u696a","King Island Black Currawong","Strepera fuliginosa colei","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Endangered","Subspecies from Schodde and Mason (1999)",,
1569,"u","ssp",696,"u696b","Tasmanian Black Currawong","Strepera fuliginosa fuliginosa","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1570,"u","ssp",696,"u696c","Flinders Island Black Currawong","Strepera fuliginosa parvior","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1571,,"sp",694,694,"Pied Currawong","Strepera graculina","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern",,,
1572,"u","ssp",694,"u694a","Western Pied Currawong","Strepera graculina ashbyi","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Extinct, Endemic","Extinct","Subspecies from Schodde and Mason (1999)",,
1573,"u","ssp",694,"u694b","Lord Howe Pied Currawong","Strepera graculina crissalis","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Endangered","Subspecies from Schodde and Mason (1999)",,
1574,"u","ssp",694,"u694c","Eastern Pied Currawong","Strepera graculina graculina","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1575,"u","ssp",694,"u694d","Cape York Pied Currawong","Strepera graculina magnirostris","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1576,"u","ssp",694,"u694e","South-eastern Pied Currawong","Strepera graculina nebulosa","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1577,"u","ssp",694,"u694f","Wet Tropics Pied Currawong","Strepera graculina robinsoni","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1578,,"sp",697,697,"Grey Currawong","Strepera versicolor","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern",,,
1579,"u","ssp",697,"u697a","Tasmanian Grey Currawong","Strepera versicolor arguta","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1580,"u","ssp",697,"u697b","Kangaroo Island Grey Currawong","Strepera versicolor halmaturina","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1581,"u","ssp",697,"u697c","Eyre Peninsula Grey Currawong","Strepera versicolor intermedia","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1582,"u","ssp",697,"u697d","Murray Mallee Grey Currawong","Strepera versicolor melanoptera","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1583,"u","ssp",697,"u697e","South-western Grey Currawong","Strepera versicolor plumbea","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1584,"u","ssp",697,"u697f","South-eastern Grey Currawong","Strepera versicolor versicolor","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1585,,"sp",701,701,"Black Butcherbird","Melloria quoyi","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Australian","Least concern",,"Genus",
1586,"u","ssp",701,"u701a","Papuan Black Butcherbird","Melloria quoyi alecto","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Australian","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1587,"u","ssp",701,"u701b","Cape York Black Butcherbird","Melloria quoyi jardini","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1588,"u","ssp",701,"u701c","North-eastern Black Butcherbird","Melloria quoyi rufescens","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1589,"u","ssp",701,"u701d","Top End Black Butcherbird","Melloria quoyi spaldingi","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1590,,"sp",705,705,"Australian Magpie","Gymnorhina tibicen","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Australian","Least concern",,"Genus",
1591,"u","ssp",705,"u705a","South-western Australian Magpie","Gymnorhina tibicen dorsalis","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1592,"u","ssp",705,"u705b","Northern Australian Magpie","Gymnorhina tibicen eylandtensis","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1593,"u","ssp",705,"u705c","Tasmanian Australian Magpie","Gymnorhina tibicen hypoleuca","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1594,"u","ssp",705,"u705d","Pilbara Australian Magpie","Gymnorhina tibicen longirostris","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1595,"u","ssp",705,"u705e","Eyre Peninsula Australian Magpie","Gymnorhina tibicen telonocua","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1596,"u","ssp",705,"u705f","Eastern Australian Magpie","Gymnorhina tibicen terraereginae","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
